dba,boro,building,street,zipcode,cuisine_description,violation_description,critical_flag,score,grade,grade_date,record_date
NYAC MAIN DINING ROOM,Manhattan,180,CENTRAL PARK SOUTH,10019.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2023-04-05T00:00:00.000,2025-05-07T06:00:15.000
7B BAR,Manhattan,108,AVENUE B,10009.0,American,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,2024-01-26T00:00:00.000,2025-05-07T06:00:15.000
7B BAR,Manhattan,108,AVENUE B,10009.0,American,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,2024-01-26T00:00:00.000,2025-05-07T06:00:15.000
7B BAR,Manhattan,108,AVENUE B,10009.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2024-01-26T00:00:00.000,2025-05-07T06:00:15.000
7B BAR,Manhattan,108,AVENUE B,10009.0,American,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,10,A,2022-09-28T00:00:00.000,2025-05-07T06:00:15.000
7B BAR,Manhattan,108,AVENUE B,10009.0,American,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,2022-09-28T00:00:00.000,2025-05-07T06:00:15.000
7B BAR,Manhattan,108,AVENUE B,10009.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,2022-09-28T00:00:00.000,2025-05-07T06:00:15.000
CAFE ATELIER (ART STUDENTS LEAGUE),Manhattan,215,WEST   57 STREET,10019.0,American,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,9,A,2025-03-17T00:00:00.000,2025-05-07T06:00:15.000
CAFE ATELIER (ART STUDENTS LEAGUE),Manhattan,215,WEST   57 STREET,10019.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,2025-03-17T00:00:00.000,2025-05-07T06:00:15.000
CAFE ATELIER (ART STUDENTS LEAGUE),Manhattan,215,WEST   57 STREET,10019.0,American,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,2024-03-04T00:00:00.000,2025-05-07T06:00:15.000
CAFE ATELIER (ART STUDENTS LEAGUE),Manhattan,215,WEST   57 STREET,10019.0,American,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,2024-03-04T00:00:00.000,2025-05-07T06:00:15.000
DONOHUE'S STEAK HOUSE,Manhattan,845,LEXINGTON AVENUE,10065.0,Steakhouse,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,10,A,2024-10-23T00:00:00.000,2025-05-07T06:00:15.000
DONOHUE'S STEAK HOUSE,Manhattan,845,LEXINGTON AVENUE,10065.0,Steakhouse,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2024-10-23T00:00:00.000,2025-05-07T06:00:15.000
DONOHUE'S STEAK HOUSE,Manhattan,845,LEXINGTON AVENUE,10065.0,Steakhouse,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10,A,2024-10-23T00:00:00.000,2025-05-07T06:00:15.000
DONOHUE'S STEAK HOUSE,Manhattan,845,LEXINGTON AVENUE,10065.0,Steakhouse,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,A,2023-04-18T00:00:00.000,2025-05-07T06:00:15.000
DONOHUE'S STEAK HOUSE,Manhattan,845,LEXINGTON AVENUE,10065.0,Steakhouse,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9,A,2023-04-18T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,2024-12-10T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,2024-12-10T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A,2024-07-01T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,2024-07-01T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,2024-07-01T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,2023-02-27T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,2023-02-27T00:00:00.000,2025-05-07T06:00:15.000
JUNIOR'S,Brooklyn,386,FLATBUSH AVENUE EXTENSION,11201.0,American,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13,A,2023-02-27T00:00:00.000,2025-05-07T06:00:15.000
OLD HOMESTEAD,Manhattan,56,9 AVENUE,10011.0,American,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,2023-03-23T00:00:00.000,2025-05-07T06:00:15.000
OLD HOMESTEAD,Manhattan,56,9 AVENUE,10011.0,American,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,12,A,2023-03-23T00:00:00.000,2025-05-07T06:00:15.000
OLD HOMESTEAD,Manhattan,56,9 AVENUE,10011.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2023-03-23T00:00:00.000,2025-05-07T06:00:15.000
NEW PARK PIZZERIA & RESTAURANT,Queens,156-71,CROSSBAY BOULEVARD,11414.0,Pizza,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,2023-12-04T00:00:00.000,2025-05-07T06:00:15.000
NEW PARK PIZZERIA & RESTAURANT,Queens,156-71,CROSSBAY BOULEVARD,11414.0,Pizza,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,2023-12-04T00:00:00.000,2025-05-07T06:00:15.000
NEW PARK PIZZERIA & RESTAURANT,Queens,156-71,CROSSBAY BOULEVARD,11414.0,Pizza,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,2021-08-05T00:00:00.000,2025-05-07T06:00:15.000
NEW PARK PIZZERIA & RESTAURANT,Queens,156-71,CROSSBAY BOULEVARD,11414.0,Pizza,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,2021-08-05T00:00:00.000,2025-05-07T06:00:15.000
NEW PARK PIZZERIA & RESTAURANT,Queens,156-71,CROSSBAY BOULEVARD,11414.0,Pizza,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2021-08-05T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,2019-11-20T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,2019-11-20T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,2018-10-25T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2018-10-25T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2018-10-25T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,2017-08-16T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2017-08-16T00:00:00.000,2025-05-07T06:00:15.000
DOUGLASTON CLUB,Queens,600,WEST DRIVE,11363.0,American,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A,2017-08-16T00:00:00.000,2025-05-07T06:00:15.000
THE NEW STARLING ATHLETIC CLUB OF THE BRONX,Bronx,2222,HAVILAND AVENUE,10462.0,American,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,2023-08-10T00:00:00.000,2025-05-07T06:00:15.000
THE NEW STARLING ATHLETIC CLUB OF THE BRONX,Bronx,2222,HAVILAND AVENUE,10462.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,2023-08-10T00:00:00.000,2025-05-07T06:00:15.000
THE NEW STARLING ATHLETIC CLUB OF THE BRONX,Bronx,2222,HAVILAND AVENUE,10462.0,American,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,2023-08-10T00:00:00.000,2025-05-07T06:00:15.000
CRYSTAL ROOM,Staten Island,67,OLYMPIA BOULEVARD,10305.0,Italian,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,A,2024-10-05T00:00:00.000,2025-05-07T06:00:15.000
CRYSTAL ROOM,Staten Island,67,OLYMPIA BOULEVARD,10305.0,Italian,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2024-10-05T00:00:00.000,2025-05-07T06:00:15.000
CRYSTAL ROOM,Staten Island,67,OLYMPIA BOULEVARD,10305.0,Italian,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,A,2023-06-07T00:00:00.000,2025-05-07T06:00:15.000
CRYSTAL ROOM,Staten Island,67,OLYMPIA BOULEVARD,10305.0,Italian,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2023-06-07T00:00:00.000,2025-05-07T06:00:15.000
CRYSTAL ROOM,Staten Island,67,OLYMPIA BOULEVARD,10305.0,Italian,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13,A,2022-02-07T00:00:00.000,2025-05-07T06:00:15.000
CRYSTAL ROOM,Staten Island,67,OLYMPIA BOULEVARD,10305.0,Italian,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,2022-02-07T00:00:00.000,2025-05-07T06:00:15.000
MCSORLEY'S OLD ALE HOUSE,Manhattan,15,EAST    7 STREET,10003.0,Irish,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,2023-08-17T00:00:00.000,2025-05-07T06:00:15.000
MCSORLEY'S OLD ALE HOUSE,Manhattan,15,EAST    7 STREET,10003.0,Irish,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,2023-08-17T00:00:00.000,2025-05-07T06:00:15.000
MCSORLEY'S OLD ALE HOUSE,Manhattan,15,EAST    7 STREET,10003.0,Irish,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,2023-08-17T00:00:00.000,2025-05-07T06:00:15.000
MCSORLEY'S OLD ALE HOUSE,Manhattan,15,EAST    7 STREET,10003.0,Irish,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,2021-08-04T00:00:00.000,2025-05-07T06:00:15.000
MCSORLEY'S OLD ALE HOUSE,Manhattan,15,EAST    7 STREET,10003.0,Irish,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,2021-08-04T00:00:00.000,2025-05-07T06:00:15.000
MCSORLEY'S OLD ALE HOUSE,Manhattan,15,EAST    7 STREET,10003.0,Irish,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,2021-08-04T00:00:00.000,2025-05-07T06:00:15.000
SOUTH SHORE SWIMMING CLUB,Staten Island,6736,HYLAN BOULEVARD,10309.0,American,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,2024-07-08T00:00:00.000,2025-05-07T06:00:15.000
SOUTH SHORE SWIMMING CLUB,Staten Island,6736,HYLAN BOULEVARD,10309.0,American,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,2024-07-08T00:00:00.000,2025-05-07T06:00:15.000
SOUTH SHORE SWIMMING CLUB,Staten Island,6736,HYLAN BOULEVARD,10309.0,American,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13,A,2022-07-28T00:00:00.000,2025-05-07T06:00:15.000
SOUTH SHORE SWIMMING CLUB,Staten Island,6736,HYLAN BOULEVARD,10309.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,2022-07-28T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,22,B,2024-02-28T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,22,B,2024-02-28T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,B,2024-02-28T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22,B,2024-02-28T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13,A,2022-03-31T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,2022-03-31T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13,A,2022-03-31T00:00:00.000,2025-05-07T06:00:15.000
CORNER BISTRO,Manhattan,331,WEST    4 STREET,10014.0,American,Hand wash sign not posted,Not Critical,13,A,2022-03-31T00:00:00.000,2025-05-07T06:00:15.000
DORRIAN'S RED HAND RESTAURANT,Manhattan,1616,2 AVENUE,10028.0,Irish,Hot TCS food item not held at or above 140 °F.,Critical,10,A,2024-03-14T00:00:00.000,2025-05-07T06:00:15.000
DORRIAN'S RED HAND RESTAURANT,Manhattan,1616,2 AVENUE,10028.0,Irish,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,2024-03-14T00:00:00.000,2025-05-07T06:00:15.000
DORRIAN'S RED HAND RESTAURANT,Manhattan,1616,2 AVENUE,10028.0,Irish,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,2022-01-03T00:00:00.000,2025-05-07T06:00:15.000
DORRIAN'S RED HAND RESTAURANT,Manhattan,1616,2 AVENUE,10028.0,Irish,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2022-01-03T00:00:00.000,2025-05-07T06:00:15.000
LA GRENOUILLE,Manhattan,3,EAST   52 STREET,10022.0,French,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,12,A,2023-03-29T00:00:00.000,2025-05-07T06:00:15.000
LA GRENOUILLE,Manhattan,3,EAST   52 STREET,10022.0,French,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,2023-03-29T00:00:00.000,2025-05-07T06:00:15.000
LA GRENOUILLE,Manhattan,3,EAST   52 STREET,10022.0,French,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2023-03-29T00:00:00.000,2025-05-07T06:00:15.000
LA GRENOUILLE,Manhattan,3,EAST   52 STREET,10022.0,French,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,2021-08-12T00:00:00.000,2025-05-07T06:00:15.000
LA GRENOUILLE,Manhattan,3,EAST   52 STREET,10022.0,French,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,2021-08-12T00:00:00.000,2025-05-07T06:00:15.000
LA GRENOUILLE,Manhattan,3,EAST   52 STREET,10022.0,French,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,2021-08-12T00:00:00.000,2025-05-07T06:00:15.000
KEATS RESTAURANT,Manhattan,842,2 AVENUE,10017.0,American,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,2024-10-09T00:00:00.000,2025-05-07T06:00:15.000
KEATS RESTAURANT,Manhattan,842,2 AVENUE,10017.0,American,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2024-10-09T00:00:00.000,2025-05-07T06:00:15.000
KEATS RESTAURANT,Manhattan,842,2 AVENUE,10017.0,American,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,2024-10-09T00:00:00.000,2025-05-07T06:00:15.000
ARTURO'S,Manhattan,106,WEST HOUSTON STREET,10012.0,Italian,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,7,A,2023-03-20T00:00:00.000,2025-05-07T06:00:15.000
ARTURO'S,Manhattan,106,WEST HOUSTON STREET,10012.0,Italian,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2023-03-20T00:00:00.000,2025-05-07T06:00:15.000
ARTURO'S,Manhattan,106,WEST HOUSTON STREET,10012.0,Italian,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,9,A,2022-02-14T00:00:00.000,2025-05-07T06:00:15.000
YANKEE TAVERN,Bronx,72,EAST  161 STREET,10451.0,American,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,12,A,2024-02-12T00:00:00.000,2025-05-07T06:00:15.000
YANKEE TAVERN,Bronx,72,EAST  161 STREET,10451.0,American,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,2024-02-12T00:00:00.000,2025-05-07T06:00:15.000
YANKEE TAVERN,Bronx,72,EAST  161 STREET,10451.0,American,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,2024-02-12T00:00:00.000,2025-05-07T06:00:15.000
YANKEE TAVERN,Bronx,72,EAST  161 STREET,10451.0,American,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,2022-01-04T00:00:00.000,2025-05-07T06:00:15.000
YANKEE TAVERN,Bronx,72,EAST  161 STREET,10451.0,American,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,2022-01-04T00:00:00.000,2025-05-07T06:00:15.000
YANKEE TAVERN,Bronx,72,EAST  161 STREET,10451.0,American,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,2022-01-04T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2024-12-27T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,11,A,2024-12-27T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,11,A,2024-12-27T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,B,2024-02-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,18,B,2024-02-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,18,B,2024-02-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,26,B,2022-06-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,B,2022-06-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,B,2022-06-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,B,2022-06-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,26,B,2022-06-23T00:00:00.000,2025-05-07T06:00:15.000
DONUT PUB,Manhattan,203,WEST   14 STREET,10011.0,Donuts,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,B,2022-06-23T00:00:00.000,2025-05-07T06:00:15.000
REBEN LUNCHEONETTE,Brooklyn,229,HAVEMEYER STREET,11211.0,Spanish,Hot TCS food item not held at or above 140 °F.,Critical,13,A,2025-04-02T00:00:00.000,2025-05-07T06:00:15.000
REBEN LUNCHEONETTE,Brooklyn,229,HAVEMEYER STREET,11211.0,Spanish,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,2025-04-02T00:00:00.000,2025-05-07T06:00:15.000
REBEN LUNCHEONETTE,Brooklyn,229,HAVEMEYER STREET,11211.0,Spanish,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,C,2024-03-05T00:00:00.000,2025-05-07T06:00:15.000
